1,一,A,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/34db41252a01d6072c03ff899cac1a40.mp3
2,人,People,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/aa5dd638872b6e012190cba9909652c4.mp3
3,里,In,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/74945d7d030b2382f76c0f5f45e99b03.mp3
4,会,Can,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/180f147c95062b7ea3ccceb4a1f95b88.mp3
5,没,Not,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/c076dbec6860a26b88439c741ed538b7.mp3
6,她,She,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/63c7b84fa1453d998943c06fa92a5da2.mp3
7,吗,Do,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/cecfa4fa8cb12a36cc7c3a094a8ed8f9.mp3
8,去,Go,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/67f5420c253a420c392228f6e9d111ce.mp3
9,也,Also,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/bd2bcacc3f7dd46308f84c7a0aa94c35.mp3
10,有,Have,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/6380c7e78f21cc35cc125b322f4533f8.mp3
11,这,This,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/14cf027562c10f64aa2aa80a2fe98a22.mp3
12,那,That,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/b84a6cecd8cbda82547ad4c34d9c05b9.mp3
13,不,Not,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/49d8975b51a8300779f830a6e642dfec.mp3
14,什,Even,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/9cf7c077a526786630fa8ea5acf1c64d.mp3
15,个,A,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/e7ad3cf9216bd7b06247a1d209e9aa95.mp3
16,来,Come,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/168994b3995969a659ae9722b7799f25.mp3
17,要,Wish,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/99dec4de71e83a289f2ef549af985f66.mp3
18,就,On,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/a2253c9b7d82a7663607614e0e7d0f0c.mp3
19,我,I,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/57df6f26404c93cf3da01dfb29f934a5.mp3
20,你,You,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/83bcbfa273557d16922e2c5ad6e1c436.mp3
21,的,Of,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/c9baaa555f2c51a4d0ec4744aadbd3e7.mp3
22,是,Be,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/317a8c76d72cb1886119640139eb40f3.mp3
23,了,The,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/a623261c4d86dc11438a96376630a912.mp3
24,他,He,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/63c7b84fa1453d998943c06fa92a5da2.mp3
25,么,What,https://goforbroca.s3-us-west-2.amazonaws.com/cmn-CN/aff1bdf6ad06330f070058d8060621e0.mp3
