1,로,as,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/ddc414b1f4148c38379da6442d08802d.mp3
2,나는,I,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/b4e1add2bd9f1adb0079d49ecc844864.mp3
3,그의,his,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/8c930c6c054daad7ef0e32f5846ad617.mp3
4,그,that,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/69668eacaf5943f886f71ac669ddb3ca.mp3
5,그,he,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/69668eacaf5943f886f71ac669ddb3ca.mp3
6,했다,was,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/5c14ed9967f8c3f85547df26be906d22.mp3
7,에 대한,for,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/d4c50d7c9a9e7a8c68df018979f8aeca.mp3
8,에,on,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/53eb5e7d5396f2a0ee5978322f80e2ce.mp3
9,아르,are,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/53d22d411dfbfdae93582b779cf5725b.mp3
10,와,with,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/e167a0f91042f94a6748bbe0dbd4b62f.mp3
11,그들,they,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/b4c1ec1996dff91f7d5cc421c2ee5268.mp3
12,있다,be,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/01b77377caea0435b2ae3877c25232f8.mp3
13,에,at,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/53eb5e7d5396f2a0ee5978322f80e2ce.mp3
14,일,one,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/cf9bbcc95c1179bd006368107fdda91e.mp3
15,이,have,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/95932036303d05e7a2f77261e885829a.mp3
16,이,this,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/95932036303d05e7a2f77261e885829a.mp3
17,부터,from,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/815353ce60dd906c81fc65220fc0dfaf.mp3
18,에 의해,by,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/951e9267c9536b3115c1dff3663c99f9.mp3
19,뜨거운,hot,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/949fbb199f0b73bac43dc2d0c2b16590.mp3
20,단어,word,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/76f9c185433a0d6f69870c3dda8a8341.mp3
21,하지만,but,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/ee6f26560aabe869cada15db233b4a20.mp3
22,무엇,what,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/c9f30da429d69e3e18f8fb77f86946eb.mp3
23,다소,some,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/fce40fdfad431b281ea4a33e2a74e205.mp3
24,이다,is,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/7f232c9949d75ed0f709bed5adae4158.mp3
25,그,it,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/69668eacaf5943f886f71ac669ddb3ca.mp3
26,당신,you,https://goforbroca.s3-us-west-2.amazonaws.com/ko-KR/4fe9eb0250ab135bae44bc8f3cd43f00.mp3
